Name,Math,Science,English,History,Art
Student3794,53,71,87,53,81
Student3795,77,89,76,93,88
Student3796,66,55,65,73,61
Student3797,77,69,53,100,95
Student3798,75,74,64,60,97
Student3799,77,63,98,79,79
Student3800,71,57,85,78,73
Student3801,56,93,61,95,83
Student3802,54,54,60,60,82
Student3803,68,53,63,83,53
Student3804,59,67,100,54,55
Student3805,89,67,63,95,68
Student3806,59,88,58,71,98
Student3807,86,77,74,71,93
Student3808,76,90,70,86,85
Student3809,73,88,71,97,75
Student3810,62,100,87,54,64
Student3811,100,56,52,58,85
Student3812,64,73,86,74,89
Student3813,65,96,72,57,75
Student3814,92,98,96,75,94
Student3815,84,51,96,60,83
Student3816,63,59,86,71,83
Student3817,76,54,67,98,62
Student3818,84,67,96,96,57
Student3819,67,76,68,82,80
Student3820,71,87,77,80,72
Student3821,76,51,98,76,67
Student3822,69,56,99,82,98
Student3823,78,53,68,55,70
Student3824,78,82,81,50,52
Student3825,56,96,86,64,84
Student3826,90,50,83,68,54
Student3827,65,53,50,50,89
Student3828,76,72,61,84,91
Student3829,50,99,70,92,87
Student3830,79,63,97,89,85
Student3831,54,81,81,61,87
Student3832,94,98,67,59,100
Student3833,85,79,67,97,56
Student3834,89,89,81,50,77
Student3835,94,56,82,92,71
Student3836,77,94,74,51,59
Student3837,93,87,76,81,59
Student3838,64,55,87,98,77
Student3839,68,55,100,67,92
Student3840,94,78,85,66,53
Student3841,82,100,66,59,83
Student3842,56,81,99,68,68
Student3843,100,93,100,96,63
Student3844,61,82,76,74,67
Student3845,54,68,89,77,86
Student3846,69,90,65,70,57
Student3847,78,65,64,89,53
Student3848,61,54,89,85,67
Student3849,75,63,86,61,62
Student3850,51,71,54,68,69
Student3851,81,82,55,62,62
Student3852,73,83,79,94,91
Student3853,95,58,67,91,76
Student3854,96,57,72,57,66
Student3855,91,66,58,64,52
Student3856,58,60,75,68,94
Student3857,58,64,81,95,54
Student3858,59,89,59,71,85
Student3859,85,62,75,55,86
Student3860,66,82,62,58,60
Student3861,92,65,57,97,99
Student3862,64,60,61,50,85
Student3863,64,69,68,59,63
Student3864,54,75,78,64,70
Student3865,74,64,99,94,96
Student3866,79,97,92,59,88
Student3867,82,91,50,59,64
Student3868,74,95,77,82,55
Student3869,73,66,52,99,58
Student3870,67,87,76,94,90
Student3871,84,95,71,77,79
Student3872,64,54,53,70,69
Student3873,60,54,81,78,95
Student3874,78,91,91,60,80
Student3875,64,84,62,57,80
Student3876,63,54,50,55,81
Student3877,52,82,95,83,56
Student3878,80,92,93,73,56
Student3879,53,82,84,95,85
Student3880,64,51,100,66,93
Student3881,81,58,54,83,77
Student3882,79,50,75,51,58
Student3883,88,61,51,81,87
Student3884,89,58,86,77,55
Student3885,74,86,56,56,55
Student3886,89,85,62,100,67
Student3887,79,96,58,56,70
Student3888,55,66,85,63,74
Student3889,98,77,77,62,83
Student3890,71,70,84,84,51
Student3891,90,85,93,73,93
Student3892,97,91,55,98,68
Student3893,57,75,78,82,72
Student3894,96,91,79,58,80
Student3895,79,93,95,79,59
Student3896,78,71,79,62,97
Student3897,58,55,71,64,50
Student3898,95,57,68,69,90
Student3899,68,92,89,66,87
Student3900,60,50,79,78,98
Student3901,95,94,61,87,63
Student3902,89,68,88,89,58
Student3903,73,76,67,88,99
Student3904,92,78,56,74,50
Student3905,71,60,73,63,60
Student3906,96,54,92,58,81
Student3907,65,84,86,74,76
Student3908,85,96,81,89,57
Student3909,88,100,64,54,98
Student3910,89,97,74,54,95
Student3911,54,63,63,59,95
Student3912,80,55,68,74,91
Student3913,80,92,92,69,100
Student3914,75,84,91,67,98
Student3915,67,55,52,84,96
Student3916,99,69,68,77,68
Student3917,82,90,78,71,98
Student3918,85,84,95,58,94
Student3919,50,85,87,79,58
Student3920,96,94,81,61,63
Student3921,72,82,77,88,76
Student3922,90,74,92,100,57
Student3923,94,95,98,52,77
Student3924,93,52,89,64,75
Student3925,64,93,94,87,84
Student3926,78,64,95,69,72
Student3927,92,69,79,92,50
Student3928,54,74,89,89,56
Student3929,75,69,51,57,84
Student3930,89,52,68,90,55
Student3931,83,86,65,100,58
Student3932,92,84,79,90,83
Student3933,57,76,93,80,50
Student3934,64,79,63,75,67
Student3935,86,64,76,52,91
Student3936,56,69,59,59,87
Student3937,63,70,73,99,84
Student3938,68,57,52,55,64
Student3939,71,61,62,93,98
Student3940,83,95,60,78,84
Student3941,65,60,97,54,67
Student3942,67,88,76,85,63
Student3943,79,80,60,76,82
Student3944,64,96,58,83,94
Student3945,69,62,63,91,70
Student3946,69,73,59,86,56
Student3947,64,97,93,84,72
Student3948,51,63,63,95,65
Student3949,57,92,91,50,52
Student3950,67,79,67,99,95
Student3951,76,56,90,84,69
Student3952,96,97,55,99,52
Student3953,97,89,100,98,54
Student3954,81,80,51,81,63
Student3955,75,53,53,68,91
Student3956,56,70,98,55,74
Student3957,88,59,57,50,60
Student3958,69,62,94,62,75
Student3959,75,67,54,51,57
Student3960,58,77,68,68,80
Student3961,81,55,57,60,52
Student3962,65,59,72,57,79
Student3963,60,97,71,100,97
Student3964,64,77,97,52,98
Student3965,78,65,91,74,65
Student3966,56,75,62,97,84
Student3967,82,78,87,64,98
Student3968,55,83,50,51,100
Student3969,60,82,69,82,76
Student3970,99,73,59,95,99
Student3971,93,85,79,91,77
Student3972,52,74,53,59,59
Student3973,91,100,82,62,80
Student3974,85,57,79,60,97
Student3975,99,67,78,86,75
Student3976,61,93,77,92,99
Student3977,78,73,98,92,60
Student3978,84,83,94,55,93
Student3979,61,93,59,81,51
Student3980,77,84,60,60,69
Student3981,59,90,51,63,76
Student3982,89,55,64,94,93
Student3983,72,92,91,77,75
Student3984,100,53,57,69,58
Student3985,85,75,90,53,79
Student3986,70,60,54,83,91
Student3987,97,72,94,67,75
Student3988,87,74,73,54,92
Student3989,78,69,84,84,92
Student3990,60,51,72,54,61
Student3991,72,77,98,69,98
Student3992,69,91,65,76,56
Student3993,92,59,63,66,50
Student3994,75,56,100,79,60
Student3995,74,81,57,73,78
Student3996,79,62,98,91,57
Student3997,52,68,93,93,87
Student3998,80,68,61,52,74
Student3999,57,76,69,78,62
Student4000,78,75,50,50,58
Student4001,64,52,98,85,59
Student4002,86,78,84,63,94
Student4003,68,89,69,80,62
Student4004,68,55,73,64,82
Student4005,96,66,84,74,83
Student4006,69,76,51,59,81
Student4007,54,83,55,71,81
Student4008,92,79,56,67,78
Student4009,64,65,64,81,56
Student4010,66,87,60,59,59
Student4011,60,89,89,59,68
Student4012,76,71,79,54,84
Student4013,78,63,56,96,100
Student4014,85,77,87,97,59
Student4015,63,70,62,86,53
Student4016,77,73,63,63,94
Student4017,95,92,82,72,81
Student4018,53,86,54,57,63
Student4019,88,60,83,84,96
Student4020,91,66,96,87,65
Student4021,92,79,56,88,85
Student4022,62,67,95,88,68
Student4023,79,53,63,81,62
Student4024,87,64,73,82,54
Student4025,67,71,79,58,60
Student4026,95,62,100,95,72
Student4027,64,83,50,97,83
Student4028,64,63,67,88,52
Student4029,95,89,82,57,60
Student4030,83,62,90,82,87
Student4031,91,63,76,54,66
Student4032,96,52,88,71,57
Student4033,85,52,98,63,86
Student4034,75,60,80,94,59
Student4035,84,56,97,99,90
Student4036,74,78,74,97,84
Student4037,67,57,70,85,85
Student4038,55,92,68,64,58
Student4039,51,62,57,57,80
Student4040,93,77,79,54,54
Student4041,92,91,71,64,52
Student4042,76,94,89,53,99
Student4043,75,93,94,52,83
Student4044,96,92,59,65,96
Student4045,61,64,51,58,74
Student4046,86,73,53,93,89
Student4047,67,78,57,59,78
Student4048,58,64,80,59,62
Student4049,70,64,66,59,88
Student4050,86,61,58,57,68
Student4051,79,55,56,55,71
Student4052,70,69,67,51,95
Student4053,88,58,70,57,96
Student4054,69,79,87,52,92
Student4055,60,53,91,55,75
Student4056,97,95,61,50,92
Student4057,89,60,98,88,54
Student4058,68,96,84,80,58
Student4059,65,77,52,91,72
Student4060,97,80,89,64,67
Student4061,89,97,81,87,63
Student4062,79,99,58,78,85
Student4063,98,79,62,67,57
Student4064,63,52,91,80,54
Student4065,52,81,62,75,82
Student4066,79,60,91,79,76
Student4067,92,95,90,75,100
Student4068,55,58,79,74,75
Student4069,68,57,86,56,96
Student4070,82,67,89,58,84
Student4071,63,85,54,65,83
Student4072,55,81,78,81,92
Student4073,63,82,71,66,77
Student4074,81,74,79,97,87
Student4075,91,93,91,60,68
Student4076,54,86,96,90,84
Student4077,97,81,97,65,99
Student4078,90,93,85,93,97
Student4079,55,53,79,55,75
Student4080,82,75,57,91,74
Student4081,100,92,81,70,61
Student4082,96,56,67,100,57
Student4083,69,70,71,66,95
Student4084,88,100,83,56,79
Student4085,78,55,82,62,85
Student4086,89,74,99,98,72
Student4087,82,90,66,72,85
Student4088,72,95,95,90,70
Student4089,62,68,74,99,94
Student4090,74,96,75,90,53
Student4091,75,100,68,83,94
Student4092,52,55,58,66,64
Student4093,73,86,100,77,100
Student4094,70,77,62,77,58
Student4095,72,58,63,68,53
Student4096,81,81,100,83,75
Student4097,73,58,67,56,52
Student4098,65,58,62,70,98
Student4099,63,76,78,94,55
Student4100,81,72,68,58,69
Student4101,63,88,89,89,76
Student4102,91,78,65,59,83
Student4103,52,55,62,69,60
Student4104,51,76,50,51,100
Student4105,96,91,89,84,92
Student4106,87,100,80,89,73
Student4107,91,59,59,56,61
Student4108,51,88,68,71,82
Student4109,66,71,99,71,99
Student4110,100,79,63,72,81
Student4111,64,90,86,82,97
Student4112,73,96,56,77,86
Student4113,89,75,81,53,89
Student4114,58,72,75,57,65
Student4115,69,65,71,65,70
Student4116,89,56,63,65,90
Student4117,76,94,82,54,100
Student4118,86,71,77,93,76
Student4119,61,81,80,75,86
Student4120,50,87,57,83,87
Student4121,65,74,56,64,57
Student4122,94,95,79,56,74
Student4123,58,63,52,94,84
Student4124,80,68,70,74,60
Student4125,69,60,50,84,50
Student4126,84,83,92,64,77
Student4127,59,83,73,64,73
Student4128,92,71,88,74,54
Student4129,53,64,97,68,73
Student4130,100,93,90,62,71
Student4131,92,92,73,65,55
Student4132,52,54,70,98,59
Student4133,82,61,50,58,77
Student4134,58,77,56,96,56
Student4135,73,50,65,62,59
Student4136,81,74,73,54,54
Student4137,84,66,82,95,64
Student4138,95,70,96,83,78
Student4139,50,99,50,96,87
Student4140,96,88,91,53,64
Student4141,89,79,59,88,85
Student4142,90,71,58,90,81
Student4143,73,85,53,63,69
Student4144,80,74,94,63,62
Student4145,81,100,85,71,76
Student4146,77,77,65,62,99
Student4147,71,77,86,78,71
Student4148,93,76,72,56,98
Student4149,99,84,90,56,62
Student4150,88,58,96,85,78
Student4151,90,70,51,77,90
Student4152,80,61,83,58,65
Student4153,82,73,84,60,96
Student4154,97,54,92,81,81
Student4155,53,71,63,85,90
Student4156,93,90,83,97,88
Student4157,58,60,65,50,91
Student4158,61,75,61,75,85
Student4159,90,87,66,70,88
Student4160,96,90,97,61,83
Student4161,55,93,95,84,65
Student4162,96,93,91,61,76
Student4163,63,77,72,96,95
Student4164,66,91,86,90,68
Student4165,77,82,53,65,73
Student4166,84,85,99,71,66
Student4167,81,53,94,51,52
Student4168,74,77,62,79,50
Student4169,54,59,74,100,92
Student4170,92,66,93,62,78
Student4171,87,84,55,75,53
Student4172,88,86,62,100,70
Student4173,69,75,74,83,86
Student4174,63,57,51,63,60
Student4175,89,60,96,57,93
Student4176,50,77,98,71,84
Student4177,89,99,68,85,73
Student4178,93,61,55,51,76
Student4179,62,91,57,93,66
Student4180,56,72,93,82,58
Student4181,100,63,91,95,81
Student4182,94,98,88,98,66
Student4183,93,82,69,53,64
Student4184,72,76,97,97,87
Student4185,59,82,73,80,98
Student4186,62,55,89,93,76
Student4187,58,63,79,81,71
Student4188,76,91,87,53,94
Student4189,92,57,62,56,65
Student4190,53,63,50,96,93
Student4191,83,73,51,85,76
Student4192,83,76,95,85,75
Student4193,90,80,59,97,50
Student4194,86,81,52,52,83
Student4195,89,66,92,63,74
Student4196,83,55,71,66,64
Student4197,52,64,53,90,89
Student4198,87,80,76,99,72
Student4199,67,59,100,57,57
Student4200,64,94,59,59,66
Student4201,99,97,63,73,99
Student4202,72,50,82,80,90
Student4203,80,70,54,51,98
Student4204,88,82,80,86,75
Student4205,76,63,84,81,81
Student4206,93,70,83,79,59
Student4207,69,59,93,65,57
Student4208,63,71,56,80,100
Student4209,67,57,56,95,84
Student4210,64,78,98,96,80
Student4211,98,87,86,89,81
Student4212,63,64,86,53,57
Student4213,50,52,80,68,65
Student4214,58,72,54,74,52
Student4215,89,76,57,51,77
Student4216,80,80,67,64,58
Student4217,81,74,62,81,88
Student4218,79,87,70,96,96
Student4219,66,89,68,50,78
Student4220,93,69,65,95,89
Student4221,66,79,55,78,89
Student4222,71,77,72,51,64
Student4223,88,65,99,51,63
Student4224,91,88,78,53,98
Student4225,87,82,99,81,63
Student4226,96,91,81,93,86
Student4227,57,57,59,73,83
Student4228,84,95,77,54,57
Student4229,78,70,89,99,55
Student4230,100,58,93,75,78
Student4231,64,59,79,79,96
Student4232,87,73,83,98,67
Student4233,72,63,61,64,71
Student4234,66,84,100,96,66
Student4235,50,54,86,74,71
Student4236,60,71,83,77,88
Student4237,69,81,70,100,82
Student4238,84,96,79,91,78
Student4239,60,96,61,92,84
Student4240,95,51,81,70,71
Student4241,88,97,55,63,63
Student4242,74,61,93,91,52
Student4243,54,68,50,63,57
Student4244,63,78,71,53,91
Student4245,62,75,61,90,77
Student4246,51,63,51,84,80
Student4247,54,89,75,75,64
Student4248,60,75,54,96,55
Student4249,83,96,94,77,62
Student4250,63,69,84,80,90
Student4251,83,59,98,64,62
Student4252,62,89,54,85,55
Student4253,96,76,79,100,100
Student4254,73,76,59,66,83
Student4255,73,90,99,86,63
Student4256,70,55,57,85,97
Student4257,51,52,67,86,97
Student4258,60,81,55,64,59
Student4259,53,63,66,96,100
Student4260,62,73,77,88,50
Student4261,54,80,51,99,75
Student4262,61,92,82,55,83
Student4263,73,83,50,86,52
Student4264,81,61,100,58,100
Student4265,66,69,79,97,55
Student4266,89,98,93,64,78
Student4267,72,97,70,80,91
Student4268,73,100,95,66,89
Student4269,54,54,87,65,65
Student4270,50,80,69,64,58
Student4271,84,69,62,83,82
Student4272,54,72,71,91,83
Student4273,76,65,79,68,99
Student4274,89,56,57,94,54
Student4275,97,95,86,88,76
Student4276,90,81,89,71,97
Student4277,78,64,50,86,72
Student4278,51,57,70,51,94
Student4279,87,77,65,50,97
Student4280,59,61,73,96,96
Student4281,66,68,68,70,80
Student4282,94,68,94,93,86
Student4283,97,85,76,83,82
Student4284,74,95,72,76,99
Student4285,83,58,78,74,80
Student4286,79,88,94,67,51
Student4287,54,64,60,91,92
Student4288,93,65,51,79,54
Student4289,74,96,94,96,62
Student4290,79,77,58,83,75
Student4291,59,84,67,79,77
Student4292,61,84,55,53,55
Student4293,51,63,94,74,71
Student4294,57,89,77,71,72
Student4295,54,57,64,84,59
Student4296,99,71,100,90,99
Student4297,57,77,81,88,86
Student4298,66,85,84,71,55
Student4299,55,86,72,65,99
Student4300,81,83,84,96,77
Student4301,90,97,63,54,84
Student4302,95,54,67,80,63
Student4303,55,52,87,61,61
Student4304,51,57,65,80,54
Student4305,85,64,96,62,94
Student4306,64,66,59,96,83
Student4307,51,89,75,82,99
Student4308,68,73,76,98,68
Student4309,74,85,96,84,73
Student4310,77,79,95,70,75
Student4311,86,97,81,96,90
Student4312,73,93,62,54,66
Student4313,80,90,97,68,95
Student4314,62,94,97,50,92
Student4315,83,79,55,86,100
Student4316,64,81,63,79,60
Student4317,85,73,62,55,52
Student4318,95,80,69,65,56
Student4319,53,67,58,100,81
Student4320,64,87,66,59,75
Student4321,74,62,76,70,79
Student4322,99,63,76,52,100
Student4323,99,66,87,94,79
Student4324,53,59,74,75,99
Student4325,63,90,95,82,78
Student4326,81,61,74,77,100
Student4327,66,50,91,84,93
Student4328,95,57,91,75,81
Student4329,78,67,71,93,85
Student4330,94,78,87,78,67
Student4331,51,72,50,52,56
Student4332,61,98,90,74,88
Student4333,76,85,81,93,60
Student4334,68,88,69,59,90
Student4335,51,97,90,87,68
Student4336,60,65,54,80,52
Student4337,83,83,61,83,62
Student4338,79,60,77,84,84
Student4339,69,85,84,89,91
Student4340,99,87,76,88,50
Student4341,73,74,60,52,54
Student4342,92,89,80,65,90
Student4343,92,81,91,62,53
Student4344,64,78,81,84,70
Student4345,90,86,99,53,64
Student4346,84,56,76,100,81
Student4347,66,66,95,66,54
Student4348,90,69,81,90,69
Student4349,66,52,55,67,92
Student4350,65,60,85,58,90
Student4351,62,76,92,52,74
Student4352,98,78,59,78,54
Student4353,72,85,76,51,83
Student4354,63,68,65,86,58
Student4355,75,69,65,70,88
Student4356,73,66,90,83,91
Student4357,86,59,100,54,71
Student4358,98,91,92,57,57
Student4359,87,52,73,73,51
Student4360,79,81,100,91,59
Student4361,64,78,80,65,75
Student4362,98,90,61,65,98
Student4363,87,50,88,58,57
Student4364,98,80,74,93,56
Student4365,81,80,83,99,54
Student4366,94,89,91,85,99
Student4367,59,73,88,53,88
Student4368,61,97,83,53,61
Student4369,73,94,88,74,64
Student4370,65,77,64,50,99
Student4371,51,84,94,86,55
Student4372,81,58,96,83,59
Student4373,74,71,99,57,57
Student4374,73,53,63,79,62
Student4375,63,84,67,100,67
Student4376,55,51,95,77,66
Student4377,70,80,66,81,93
Student4378,55,80,89,52,83
Student4379,85,91,57,75,61
Student4380,63,82,63,65,88
Student4381,80,63,59,61,69
Student4382,66,94,97,76,77
Student4383,99,91,53,74,70
Student4384,58,71,85,98,55
Student4385,67,65,89,84,98
Student4386,67,63,64,92,79
Student4387,82,56,84,75,57
Student4388,79,82,73,67,76
Student4389,94,77,59,70,80
Student4390,96,58,62,59,72
Student4391,69,80,83,85,52
Student4392,95,75,84,83,81
Student4393,64,64,58,95,69
Student4394,87,75,83,92,59
Student4395,52,87,68,57,69
Student4396,95,60,88,73,96
Student4397,65,73,73,62,69
Student4398,82,96,64,57,95
Student4399,57,56,61,75,66
Student4400,75,69,98,76,88
Student4401,54,58,85,60,94
Student4402,88,63,50,56,89
Student4403,84,61,80,84,63
Student4404,80,50,91,69,96
Student4405,58,79,90,74,63
Student4406,62,84,69,84,53
Student4407,83,82,76,62,81
Student4408,82,77,87,92,51
Student4409,89,55,78,70,89
Student4410,99,88,63,93,51
Student4411,90,100,75,55,86
Student4412,72,90,73,81,94
Student4413,93,96,56,87,91
Student4414,89,89,99,81,100
Student4415,55,57,59,88,68
Student4416,94,71,100,79,96
Student4417,93,55,66,71,86
Student4418,56,68,52,92,86
Student4419,85,95,92,89,54
Student4420,62,50,54,84,52
Student4421,63,52,68,58,72
Student4422,78,95,93,98,68
Student4423,50,98,59,72,94
Student4424,98,78,65,61,61
Student4425,68,97,69,78,51
Student4426,99,59,78,75,84
Student4427,62,55,73,54,79
Student4428,62,94,72,71,97
Student4429,74,69,89,83,94
Student4430,70,73,70,55,94
Student4431,78,66,51,86,74
Student4432,50,95,94,98,85
Student4433,58,94,91,82,89
Student4434,70,62,64,62,92
Student4435,100,87,59,51,50
Student4436,87,94,74,61,90
Student4437,98,59,95,76,82
Student4438,80,85,85,64,89
Student4439,100,63,82,57,81
Student4440,100,77,50,97,67
Student4441,92,65,52,72,96
Student4442,99,61,88,74,54
Student4443,66,51,72,64,86
Student4444,70,68,69,82,98
Student4445,63,85,96,69,50
Student4446,52,59,96,62,97
Student4447,92,72,82,54,52
Student4448,97,100,75,85,87
Student4449,51,65,77,75,54
Student4450,100,64,88,59,98
Student4451,67,64,66,70,86
Student4452,79,99,98,53,67
Student4453,82,99,94,61,87
Student4454,62,79,60,51,98
Student4455,55,86,81,66,66
Student4456,51,91,68,57,63
Student4457,80,97,68,51,65
Student4458,55,73,67,64,65
Student4459,72,82,70,95,100
Student4460,75,88,81,100,67
Student4461,92,74,84,71,51
Student4462,67,73,61,80,95
Student4463,60,87,51,77,75
Student4464,58,67,57,63,78
Student4465,74,95,68,64,62
Student4466,54,64,74,54,58
Student4467,85,57,56,58,73
Student4468,50,100,88,67,62
Student4469,79,79,51,82,100
Student4470,86,87,70,86,53
Student4471,59,51,76,96,96
Student4472,93,78,63,82,63
Student4473,57,76,93,88,77
Student4474,51,97,78,56,79
Student4475,58,99,55,75,73
Student4476,86,77,57,93,50
Student4477,59,68,81,94,76
Student4478,53,75,92,55,91
Student4479,74,74,62,91,56
Student4480,50,77,89,53,98
Student4481,63,89,70,56,98
Student4482,72,73,76,76,88
Student4483,91,64,72,83,77
Student4484,66,70,56,72,84
Student4485,73,71,71,63,58
Student4486,61,87,95,50,81
Student4487,57,78,80,74,51
Student4488,82,64,99,67,78
Student4489,59,72,70,63,91
Student4490,84,97,92,70,80
Student4491,78,83,76,72,81
Student4492,99,64,98,93,78
Student4493,83,73,62,65,51
Student4494,74,66,81,82,89
Student4495,79,87,84,100,80
Student4496,95,90,89,56,72
Student4497,74,67,75,66,64
Student4498,93,69,87,90,67
Student4499,95,83,86,98,94
Student4500,60,94,80,64,93
Student4501,59,50,98,96,98
Student4502,83,98,90,61,60
Student4503,74,53,65,60,62
Student4504,62,77,84,63,67
Student4505,50,80,81,100,99
Student4506,70,77,56,53,58
Student4507,50,86,86,75,74
Student4508,95,60,66,80,83
Student4509,70,68,65,68,94
Student4510,63,88,51,89,53
Student4511,93,54,84,73,51
Student4512,88,56,68,54,74
Student4513,93,94,90,52,60
Student4514,66,93,63,94,84
Student4515,66,89,87,53,87
Student4516,60,91,92,64,86
Student4517,59,74,91,52,83
Student4518,56,89,92,90,62
Student4519,52,72,73,52,69
Student4520,66,69,62,76,56
Student4521,84,63,55,88,100
Student4522,54,83,59,67,82
Student4523,92,51,73,64,72
Student4524,57,53,87,61,75
Student4525,97,81,60,76,50
Student4526,72,72,92,100,92
Student4527,95,92,100,80,73
Student4528,70,93,57,77,87
Student4529,65,97,93,77,95
Student4530,69,70,93,83,98
Student4531,100,53,64,97,85
Student4532,94,71,69,62,86
Student4533,51,90,84,79,78
Student4534,85,63,73,92,89
Student4535,75,87,96,72,67
Student4536,78,93,82,95,61
Student4537,89,87,78,64,87
Student4538,69,56,75,57,75
Student4539,83,72,88,89,51
Student4540,70,56,94,75,65
Student4541,80,60,89,100,59
Student4542,88,97,93,55,93
Student4543,100,59,57,69,97
Student4544,79,77,69,76,57
Student4545,78,55,98,83,55
Student4546,78,88,66,58,84
Student4547,90,52,67,79,86
Student4548,54,91,65,76,63
Student4549,74,75,95,87,70
Student4550,89,58,86,56,95
Student4551,51,82,70,84,90
Student4552,83,92,59,52,99
Student4553,63,83,62,83,85
Student4554,87,80,95,85,91
Student4555,78,78,85,86,97
Student4556,97,57,57,98,96
Student4557,53,82,62,100,89
Student4558,67,88,64,57,83
Student4559,65,60,100,93,59
Student4560,70,99,76,82,50
Student4561,96,55,65,92,99
Student4562,72,84,52,80,98
Student4563,85,86,80,92,50
Student4564,51,55,86,79,83
Student4565,68,50,61,69,65
Student4566,93,59,85,60,56
Student4567,98,90,67,100,80
Student4568,89,63,57,84,88
Student4569,85,65,80,77,74
Student4570,78,71,67,66,54
Student4571,57,100,99,62,100
Student4572,67,97,66,62,83
Student4573,68,78,96,86,71
Student4574,68,85,62,83,96
Student4575,54,60,50,86,62
Student4576,56,95,94,92,93
Student4577,65,88,91,78,67
Student4578,79,90,63,76,100
Student4579,91,89,67,63,91
Student4580,67,81,68,67,67
Student4581,69,82,55,97,95
Student4582,73,63,67,79,83
Student4583,80,77,93,92,79
Student4584,58,94,98,80,55
Student4585,79,59,90,56,69
Student4586,51,86,62,85,67
Student4587,67,87,75,76,77
Student4588,54,68,87,71,63
Student4589,64,78,85,69,78
Student4590,77,55,98,91,77
Student4591,79,70,76,59,72
Student4592,95,52,66,92,69
Student4593,70,81,71,72,65
Student4594,85,73,97,91,86
Student4595,91,65,95,68,73
Student4596,80,65,76,90,78
Student4597,61,94,97,100,69
Student4598,76,93,67,64,50
Student4599,86,60,64,73,61
Student4600,78,54,73,59,77
Student4601,59,78,81,50,71
Student4602,98,51,68,71,72
Student4603,56,69,55,77,72
Student4604,62,51,68,66,96
Student4605,94,97,65,67,52
Student4606,59,67,96,99,56
Student4607,99,96,78,73,79
Student4608,63,85,81,54,71
Student4609,92,69,99,90,100
Student4610,100,74,84,80,86
Student4611,71,51,68,91,86
Student4612,68,77,74,52,98
Student4613,65,84,85,72,65
Student4614,70,99,63,64,100
Student4615,54,82,51,69,90
Student4616,83,87,97,51,77
Student4617,100,97,52,64,66
Student4618,75,96,90,65,87
Student4619,73,63,73,54,68
Student4620,85,79,54,81,98
Student4621,69,84,84,88,81
Student4622,68,85,75,73,88
Student4623,52,62,89,70,64
Student4624,74,88,63,82,77
Student4625,81,60,98,99,94
Student4626,72,62,54,70,57
Student4627,78,60,90,79,81
Student4628,85,63,63,90,75
Student4629,62,63,61,97,65
Student4630,76,74,90,69,73
Student4631,69,91,90,74,80
Student4632,98,96,63,66,63
Student4633,60,100,92,90,97
Student4634,70,78,69,87,96
Student4635,94,77,65,53,56
Student4636,67,97,95,69,62
Student4637,69,67,54,64,52
Student4638,92,87,88,98,75
Student4639,59,66,99,56,84
Student4640,54,92,88,99,91
Student4641,77,77,63,87,76
Student4642,93,70,59,81,61
Student4643,52,69,83,89,86
Student4644,99,66,71,60,98
Student4645,74,51,99,73,94
Student4646,79,99,84,86,87
Student4647,86,68,65,88,90
Student4648,67,57,100,83,89
Student4649,90,57,91,65,55
Student4650,83,69,73,75,65
Student4651,76,77,50,79,91
Student4652,60,98,91,68,73
Student4653,92,94,82,64,70
Student4654,56,54,71,99,58
Student4655,92,66,57,77,96
Student4656,71,63,86,67,96
Student4657,99,92,63,73,85
Student4658,85,80,100,50,67
Student4659,97,63,82,77,99
Student4660,62,80,100,87,50
Student4661,80,58,71,84,85
Student4662,53,90,91,92,86
Student4663,80,62,77,55,59
Student4664,98,85,78,62,69
Student4665,99,100,96,57,96
Student4666,63,61,97,60,77
Student4667,64,78,98,86,72
Student4668,84,50,71,69,83
Student4669,60,65,68,58,55
Student4670,54,72,79,75,69
Student4671,54,63,72,57,83
Student4672,94,98,90,83,56
Student4673,81,68,62,73,61
Student4674,69,89,55,77,54
Student4675,94,60,95,65,90
Student4676,58,54,92,63,98
Student4677,95,68,71,98,93
Student4678,82,75,55,94,78
Student4679,83,53,75,97,81
Student4680,99,69,58,68,88
Student4681,61,85,77,62,71
Student4682,85,51,80,57,85
Student4683,61,81,51,91,67
Student4684,89,92,100,53,66
Student4685,89,91,71,55,78
Student4686,58,56,91,89,83
Student4687,57,66,82,100,56
Student4688,57,61,89,92,92
Student4689,79,91,94,51,64
Student4690,86,78,68,89,71
Student4691,61,65,52,77,74
Student4692,81,56,83,89,74
Student4693,53,73,62,96,66
Student4694,55,56,95,56,85
Student4695,92,70,54,55,66
Student4696,50,77,52,70,55
Student4697,79,72,64,98,51
Student4698,54,93,91,63,97
Student4699,63,71,81,92,96
Student4700,77,94,83,92,58
Student4701,65,99,50,100,87
Student4702,83,97,92,89,88
Student4703,59,82,60,74,81
Student4704,73,55,59,55,78
Student4705,56,81,90,61,88
Student4706,92,57,85,66,72
Student4707,75,51,99,94,74
Student4708,78,93,96,86,89
Student4709,63,62,75,88,62
Student4710,55,96,72,80,93
Student4711,78,61,94,60,68
Student4712,52,76,100,84,94
Student4713,95,91,99,50,63
Student4714,88,98,60,78,88
Student4715,51,83,66,86,63
Student4716,62,79,72,97,57
Student4717,68,89,86,70,61
Student4718,85,97,72,87,65
Student4719,50,97,83,72,97
Student4720,84,79,96,84,61
Student4721,64,56,65,61,54
Student4722,99,62,76,50,70
Student4723,90,66,75,63,60
Student4724,60,84,61,55,92
Student4725,86,89,57,57,72
